q_id,accepans,q_answer_count,q_comment_count,q_creation_date,q_favorite_count,q_view_count,q_tags,a_comment_count,a_edit,a_score,first_answer_date,last_answer_date,accepans_date,accepans_comment_count,accepans_a_edit,accepans_a_score
42046775,0,1,6,2017-02-04 23:19:18.050000,0,73,python|infinite-loop|turtle-graphics,0,0,0,2017-02-07 20:45:35.337 UTC,2017-02-07 20:45:35.337 UTC,,0,0,0
44222847,0,1,7,2017-05-28 00:51:58.750000,1,66,python|pandas|dataframe,0,0,0,2017-05-30 21:41:11.663 UTC,2017-05-30 21:41:11.663 UTC,,0,0,0
41442904,0,1,0,2017-01-03 11:51:23.947000,0,161,python|python-2.7|mocking,1,0,0,2017-01-03 12:48:29.037 UTC,2017-01-03 12:48:29.037 UTC,,0,0,0
38947740,0,1,0,2016-08-15 00:06:46.330000,0,34,java|android|android-edittext|textwatcher|android-textwatcher,1,0,0,2016-08-15 01:32:42.273 UTC,2016-08-15 01:32:42.273 UTC,,0,0,0
41005084,0,1,1,2016-12-06 21:17:39.817000,0,54,java|hazelcast,1,0,-1,2016-12-07 09:05:27.46 UTC,2016-12-07 09:05:27.46 UTC,,0,0,0
40265610,0,1,0,2016-10-26 14:56:15.433000,1,227,java|spring|servlets|spring-restcontroller|spring-rest,4,1,0,2016-10-26 15:18:22.683 UTC,2016-10-26 15:18:22.683 UTC,,0,0,0
38342205,0,1,0,2016-07-13 03:27:18.653000,0,415,json|cassandra|datastax|datastax-java-driver,4,0,3,2016-07-13 03:44:24.69 UTC,2016-07-13 03:44:24.69 UTC,,0,0,0
37478826,0,1,3,2016-05-27 08:41:43.203000,0,33,javascript|node.js|amazon-s3|readfile|writefile,4,1,0,2016-05-27 09:34:18.043 UTC,2016-05-27 09:34:18.043 UTC,,0,0,0
44450117,0,1,7,2017-06-09 05:46:00.033000,0,88,javascript|html,4,1,0,2017-06-09 08:20:13.463 UTC,2017-06-09 08:20:13.463 UTC,,0,0,0
36650303,0,1,0,2016-04-15 14:46:05.503000,0,34,java|jpa|repository-pattern,5,0,1,2016-04-15 15:09:58.62 UTC,2016-04-15 15:09:58.62 UTC,,0,0,0
44357379,0,1,1,2017-06-04 18:17:04.117000,0,42,python|matplotlib|regression|bar-chart|seaborn,5,1,3,2017-06-04 18:50:16.913 UTC,2017-06-04 18:50:16.913 UTC,,0,0,0
34762440,0,1,1,2016-01-13 09:08:16.850000,0,251,maven|jenkins|java-7|nexus,5,0,0,2016-01-13 09:55:00.48 UTC,2016-01-13 09:55:00.48 UTC,,0,0,0
35365997,0,1,3,2016-02-12 15:15:01.870000,0,647,java,6,1,0,2016-02-12 15:24:47.87 UTC,2016-02-12 15:24:47.87 UTC,,0,0,0
44364014,0,1,0,2017-06-05 07:39:57.773000,0,32,java|maven|tomcat|servlets|web,8,0,1,2017-06-05 08:15:43.993 UTC,2017-06-05 08:15:43.993 UTC,,0,0,0
36777198,0,2,0,2016-04-21 18:02:59.683000,0,77,python|list|sorting|dictionary|average,18,1,0,2016-04-21 18:29:25.93 UTC,2016-04-21 18:53:30.28 UTC,,0,0,0
39372665,0,1,1,2016-09-07 14:29:25.397000,0,177,java|maven|maven-dependency,10,1,1,2016-09-10 21:37:46.83 UTC,2016-09-10 21:37:46.83 UTC,,0,0,0
43265670,0,1,0,2017-04-06 21:00:30.830000,0,16,java|redis,0,0,1,2017-04-06 21:09:24.047 UTC,2017-04-06 21:09:24.047 UTC,,0,0,0
39599380,0,1,0,2016-09-20 16:29:56.197000,0,37,java|intellij-idea|findbugs|clover,0,0,1,2016-09-29 12:16:29.367 UTC,2016-09-29 12:16:29.367 UTC,,0,0,0
35174013,0,5,0,2016-02-03 10:10:05.023000,0,82,javascript|php|html|textarea,4,3,0,2016-02-03 10:13:54.007 UTC,2016-02-03 18:31:27.947 UTC,,0,0,0
42379475,0,1,0,2017-02-21 22:47:48.440000,1,67,python|django|postgresql|django-jsonfield,0,0,1,2017-02-21 23:19:40.087 UTC,2017-02-21 23:19:40.087 UTC,,0,0,0
40635805,0,3,1,2016-11-16 15:21:33.683000,0,44,javascript|jquery|html|css|facebook,2,1,1,2016-11-16 15:23:24.227 UTC,2016-11-16 16:20:14.367 UTC,,0,0,0
35947796,0,1,2,2016-03-11 18:53:04.987000,0,248,python|ipython|jupyter|jupyter-notebook,1,0,1,2016-03-11 19:01:15.573 UTC,2016-03-11 19:01:15.573 UTC,,0,0,0
39821249,0,3,2,2016-10-02 20:16:02.000000,0,68,python|ascii|chr,1,3,0,2016-10-02 20:23:08.09 UTC,2016-10-02 20:31:32.027 UTC,,0,0,0
43918407,0,1,2,2017-05-11 14:31:45.747000,0,42,java|elasticsearch|machine-learning|stanford-nlp|jackrabbit,1,0,0,2017-05-11 15:42:56.803 UTC,2017-05-11 15:42:56.803 UTC,,0,0,0
39149640,0,2,2,2016-08-25 15:49:00.770000,0,51,javascript|json|polymorphism,1,0,4,2016-08-25 15:55:29.07 UTC,2017-04-25 01:38:01.417 UTC,,0,0,0
34868279,0,3,2,2016-01-19 03:58:59.047000,0,51,python|cmd|pip|apt-get,1,0,3,2016-01-19 04:04:17.263 UTC,2016-01-19 04:25:43.317 UTC,,0,0,0
39494325,0,1,0,2016-09-14 15:28:47.083000,0,33,python|qt,0,1,0,2016-09-14 15:35:47.613 UTC,2016-09-14 15:35:47.613 UTC,,0,0,0
35652567,0,2,0,2016-02-26 13:07:38.697000,2,251,javascript|angularjs|angular-ui-router|acl,6,0,0,2016-02-26 13:25:46.693 UTC,2016-02-26 13:26:17.083 UTC,,0,0,0
44237036,0,1,0,2017-05-29 07:40:02.983000,0,13,java|selenium-webdriver|browser|automated-tests,0,0,0,2017-05-30 09:22:01.58 UTC,2017-05-30 09:22:01.58 UTC,,0,0,0
41758735,0,3,0,2017-01-20 08:02:13.570000,0,26,javascript|angularjs,0,1,0,2017-01-20 08:32:58.603 UTC,2017-01-20 11:00:41.997 UTC,,0,0,0
41445153,0,2,0,2017-01-03 13:56:19.870000,0,21,javascript,0,0,0,2017-01-03 14:13:28.37 UTC,2017-01-03 17:51:24.37 UTC,,0,0,0
35491116,0,1,0,2016-02-18 19:51:13.290000,0,77,python|ssh|flask|pip|openshift,0,0,0,2017-02-01 14:43:40.727 UTC,2017-02-01 14:43:40.727 UTC,,0,0,0
40402623,0,1,0,2016-11-03 13:23:04.517000,0,28,python|matlab,0,0,0,2016-11-04 03:13:19.097 UTC,2016-11-04 03:13:19.097 UTC,,0,0,0
42260271,0,1,0,2017-02-15 21:19:31.477000,0,62,java|install4j|onejar,0,0,0,2017-02-16 09:12:50.36 UTC,2017-02-16 09:12:50.36 UTC,,0,0,0
38036368,0,2,0,2016-06-26 07:55:20.797000,0,179,java|android|firebase,0,0,1,2016-06-26 08:12:19.073 UTC,2016-06-26 08:27:53.333 UTC,,0,0,0
36967014,0,2,0,2016-05-01 13:06:53.057000,0,123,java|eclipse|maven,0,0,1,2016-05-01 14:02:50.833 UTC,2016-05-01 17:38:55.213 UTC,,0,0,0
40133688,0,2,0,2016-10-19 14:06:18.157000,0,184,python|dictionary|bokeh,0,0,1,2016-10-19 15:13:13.953 UTC,2016-10-19 16:02:02.723 UTC,,0,0,0
42153831,0,4,0,2017-02-10 07:31:52.207000,0,50,javascript|arrays|reactjs,1,3,5,2017-02-10 07:37:54.323 UTC,2017-02-10 08:49:18.833 UTC,,0,0,0
35415033,0,3,0,2016-02-15 17:04:07.053000,0,457,javascript|extjs|extjs4|extjs6|geoext,7,1,1,2016-02-15 17:11:35.187 UTC,2016-06-11 10:08:56.233 UTC,,0,0,0
41317282,0,1,0,2016-12-24 22:26:58.830000,0,59,java|android|sharedpreferences,0,0,0,2016-12-29 11:24:49.257 UTC,2016-12-29 11:24:49.257 UTC,,0,0,0
43485568,0,1,0,2017-04-19 02:59:42.867000,0,68,python|heroku|sqlalchemy,0,0,0,2017-04-19 06:17:14.25 UTC,2017-04-19 06:17:14.25 UTC,,0,0,0
41549550,0,1,7,2017-01-09 13:50:52.687000,0,52,python|list|move|shutil,0,0,0,2017-01-09 14:35:00.193 UTC,2017-01-09 14:35:00.193 UTC,,0,0,0
41250994,0,1,8,2016-12-20 20:47:48.463000,0,90,python|html|twitter-bootstrap|flask,0,0,0,2016-12-21 17:41:05.123 UTC,2016-12-21 17:41:05.123 UTC,,0,0,0
35183489,0,1,8,2016-02-03 17:13:53.387000,1,548,python|flask|jinja2,0,0,0,2016-02-03 17:25:47.137 UTC,2016-02-03 17:25:47.137 UTC,,0,0,0
38124731,0,1,0,2016-06-30 13:34:47.807000,0,29,java|netbeans|lambda,1,0,0,2016-06-30 13:48:31.423 UTC,2016-06-30 13:48:31.423 UTC,,0,0,0
42076793,0,1,0,2017-02-06 20:34:42.603000,0,29,javascript|html,1,0,0,2017-02-06 21:12:23.427 UTC,2017-02-06 21:12:23.427 UTC,,0,0,0
40185373,0,2,3,2016-10-21 20:59:27.743000,0,43,java|spring|jsp|spring-mvc,3,1,1,2016-10-21 21:07:11.56 UTC,2016-10-21 23:27:46.26 UTC,,0,0,0
39583440,0,2,4,2016-09-19 23:14:05.050000,0,36,javascript|jquery|html,1,1,3,2016-09-19 23:18:43.827 UTC,2016-09-20 17:24:50.033 UTC,,0,0,0
35826987,0,7,4,2016-03-06 12:45:31.680000,0,202,python|if-statement|conditional,11,5,31,2016-03-06 12:51:12.227 UTC,2016-03-06 13:18:08.587 UTC,,0,0,0
39672334,0,3,0,2016-09-24 03:58:40.597000,0,32,java|eclipse|csv,2,1,0,2016-09-24 04:10:10.9 UTC,2016-09-24 04:19:01.77 UTC,,0,0,0
37796877,0,1,0,2016-06-13 18:35:56.633000,0,173,javascript|jquery|mediaelement.js,2,1,0,2016-06-13 19:07:35.66 UTC,2016-06-13 19:07:35.66 UTC,,0,0,0
44383453,0,2,0,2017-06-06 07:07:00.287000,0,23,javascript|reactjs|canvas,0,0,2,2017-06-06 07:33:20.12 UTC,2017-06-06 07:43:44.917 UTC,,0,0,0
40993064,0,1,0,2016-12-06 10:28:00.643000,0,30,java|google-app-engine|objectify,0,0,0,2016-12-07 05:00:30.717 UTC,2016-12-07 05:00:30.717 UTC,,0,0,0
40230160,0,1,0,2016-10-25 01:52:09.637000,0,54,java|null|hashtable,0,0,5,2016-10-25 01:54:26.03 UTC,2016-10-25 01:54:26.03 UTC,,0,0,0
42492244,0,1,0,2017-02-27 17:37:06.243000,0,68,javascript|reactjs|enzyme,0,0,0,2017-02-28 06:32:37.133 UTC,2017-02-28 06:32:37.133 UTC,,0,0,0
42945948,0,2,0,2017-03-22 08:07:49.790000,0,21,javascript|html5,0,0,0,2017-03-22 08:22:32.403 UTC,2017-03-22 08:37:49.52 UTC,,0,0,0
41336123,0,1,0,2016-12-26 20:44:50.863000,0,35,python|logging|ncurses|curses|tty,0,0,1,2016-12-26 22:53:04.963 UTC,2016-12-26 22:53:04.963 UTC,,0,0,0
37389608,0,1,0,2016-05-23 11:19:04.333000,0,69,javascript|html|excel|vba|import,0,0,0,2016-05-23 12:52:34.75 UTC,2016-05-23 12:52:34.75 UTC,,0,0,0
43517310,0,1,0,2017-04-20 10:44:31.917000,0,49,java|spring|spring-security|oauth,0,1,0,2017-04-20 10:51:56.383 UTC,2017-04-20 10:51:56.383 UTC,,0,0,0
39268771,0,1,0,2016-09-01 10:13:41.337000,0,32,javascript|jquery,0,0,0,2016-09-01 11:21:07.513 UTC,2016-09-01 11:21:07.513 UTC,,0,0,0
37839045,0,2,0,2016-06-15 14:59:54.587000,0,576,javascript|ios|react-native,0,0,3,2016-06-15 15:26:33.993 UTC,2016-11-04 11:49:34.147 UTC,,0,0,0
43624320,0,1,0,2017-04-26 03:09:14.830000,0,35,javascript|php|ajax|formmail,0,0,0,2017-04-26 03:59:27.973 UTC,2017-04-26 03:59:27.973 UTC,,0,0,0
39441703,0,2,0,2016-09-11 23:42:33.217000,0,28,javascript|angularjs|ionic-framework,0,1,0,2016-09-12 00:15:27.993 UTC,2016-09-12 11:20:48.417 UTC,,0,0,0
41666773,0,1,0,2017-01-15 21:57:41.210000,0,27,python|runtime|dynamic-programming,0,1,0,2017-01-15 23:14:05.597 UTC,2017-01-15 23:14:05.597 UTC,,0,0,0
43178647,0,1,0,2017-04-03 07:15:40.717000,0,15,python|mongodb|mongodb-query,0,0,0,2017-04-03 07:23:59.817 UTC,2017-04-03 07:23:59.817 UTC,,0,0,0
41155379,0,1,0,2016-12-15 02:20:30.580000,0,98,java|json-api|katharsis,0,0,0,2016-12-20 03:37:31.153 UTC,2016-12-20 03:37:31.153 UTC,,0,0,0
43753454,0,2,0,2017-05-03 07:11:59.147000,0,30,javascript|google-maps,2,1,0,2017-05-03 07:27:08.823 UTC,2017-05-05 13:30:34.5 UTC,,0,0,0
40758347,0,2,4,2016-11-23 07:24:42.543000,0,97,java|hibernate,1,0,0,2016-11-23 08:33:32.62 UTC,2016-11-23 09:14:38.063 UTC,,0,0,0
43886222,0,1,6,2017-05-10 07:35:42.893000,0,65,javascript|php|jquery|html|formvalidation.io,1,0,0,2017-05-10 08:16:52.203 UTC,2017-05-10 08:16:52.203 UTC,,0,0,0
43605829,0,1,13,2017-04-25 08:48:52.967000,0,41,java|android,2,0,-1,2017-04-25 08:54:29.45 UTC,2017-04-25 08:54:29.45 UTC,,0,0,0
39329344,0,1,0,2016-09-05 11:11:35.513000,0,148,javascript|jquery|ruby-on-rails|checkbox,2,1,1,2016-09-05 11:39:47.097 UTC,2016-09-05 11:39:47.097 UTC,,0,0,0
36343884,0,1,0,2016-03-31 21:12:18.520000,0,74,javascript|ios,0,0,0,2016-03-31 21:19:42.26 UTC,2016-03-31 21:19:42.26 UTC,,0,0,0
35194884,0,2,0,2016-02-04 07:23:14.650000,0,68,java|osgi|acl|lotus-domino,0,0,0,2016-02-09 09:27:35.153 UTC,2016-02-09 09:56:49.713 UTC,,0,0,0
40124581,0,1,0,2016-10-19 07:13:18.607000,1,50,javascript|php|magento2,0,1,0,2016-10-19 08:18:53.517 UTC,2016-10-19 08:18:53.517 UTC,,0,0,0
38829293,0,2,0,2016-08-08 12:30:42.670000,0,301,java|android|xmpp|smack,3,1,1,2016-08-08 14:03:38.72 UTC,2016-09-14 11:25:57.003 UTC,,0,0,0
43327203,0,1,0,2017-04-10 15:26:33.667000,0,14,java|highlight,0,1,0,2017-04-11 05:15:40.43 UTC,2017-04-11 05:15:40.43 UTC,,0,0,0
42965574,0,1,0,2017-03-23 01:23:02.400000,0,51,java|filter|saml,0,0,0,2017-03-24 18:09:45.123 UTC,2017-03-24 18:09:45.123 UTC,,0,0,0
35051882,0,2,0,2016-01-28 02:36:26.620000,0,241,youtube|youtube-api|youtube-data-api|youtube-javascript-api,3,0,0,2016-01-28 15:06:04.09 UTC,2016-12-25 08:06:21.353 UTC,,0,0,0
35966004,0,1,0,2016-03-13 03:10:44.030000,0,15,java|list,0,0,2,2016-03-13 03:21:33.367 UTC,2016-03-13 03:21:33.367 UTC,,0,0,0
40785042,0,2,1,2016-11-24 11:18:32.617000,0,83,javascript|java|selenium-webdriver|webdriver,6,0,0,2016-11-24 11:50:09.523 UTC,2017-02-08 11:27:26.653 UTC,,0,0,0
43314014,0,1,1,2017-04-10 02:05:34.810000,0,38,javascript|jquery|html|web-scraping,1,1,0,2017-04-10 02:14:05.6 UTC,2017-04-10 02:14:05.6 UTC,,0,0,0
37278863,0,3,1,2016-05-17 14:23:03.930000,0,45,java|sql|hibernate|jsp|persistence,3,0,-1,2016-05-17 14:40:52.067 UTC,2016-05-17 17:39:41.623 UTC,,0,0,0
37187852,0,1,2,2016-05-12 13:05:31.487000,0,122,java|maven|cucumber|bdd|cucumber-java,1,0,0,2016-05-13 06:52:29.11 UTC,2016-05-13 06:52:29.11 UTC,,0,0,0
37414447,0,1,2,2016-05-24 13:01:55.797000,0,32,javascript|string|parsing|object,1,0,0,2016-05-24 13:11:08.79 UTC,2016-05-24 13:11:08.79 UTC,,0,0,0
35238640,0,1,2,2016-02-06 07:43:42.600000,0,43,javascript|angularjs,2,0,0,2016-02-06 08:01:11.13 UTC,2016-02-06 08:01:11.13 UTC,,0,0,0
40061493,0,1,2,2016-10-15 16:27:48.643000,0,54,python|pandas|matplotlib|legend|series,2,1,0,2016-10-15 23:40:00.803 UTC,2016-10-15 23:40:00.803 UTC,,0,0,0
38862330,0,1,2,2016-08-10 00:11:07.287000,0,292,python|json|django,2,0,0,2016-08-10 00:53:42.33 UTC,2016-08-10 00:53:42.33 UTC,,0,0,0
40206596,0,3,4,2016-10-23 18:48:31.413000,0,567,javascript|reactjs|ecmascript-6|es6-promise,8,1,2,2016-10-23 22:18:03.507 UTC,2016-10-24 00:47:58.21 UTC,,0,0,0
39790706,0,3,4,2016-09-30 11:40:05.093000,0,162,javascript|html|ajax|server|restart,5,3,4,2016-09-30 11:48:49.787 UTC,2016-09-30 11:57:13.007 UTC,,0,0,0
37753578,0,1,0,2016-06-10 16:59:14.057000,0,122,python|image|numpy|tiff,2,1,1,2016-06-10 19:13:14.713 UTC,2016-06-10 19:13:14.713 UTC,,0,0,0
36385166,0,2,1,2016-04-03 12:04:31.310000,0,1107,java|android|view|collapsingtoolbarlayout|android-collapsingtoolbar,2,1,0,2016-04-03 14:59:12.53 UTC,2017-02-08 08:53:06.127 UTC,,0,0,0
43950729,0,1,0,2017-05-13 08:03:38.820000,0,32,javascript|jquery|angularjs,0,0,0,2017-05-13 08:21:45.767 UTC,2017-05-13 08:21:45.767 UTC,,0,0,0
38931537,0,1,0,2016-08-13 09:59:14.157000,0,53,java|web-applications|playframework|playframework-2.2,0,1,0,2016-10-06 03:35:49.397 UTC,2016-10-06 03:35:49.397 UTC,,0,0,0
35457560,0,1,0,2016-02-17 13:05:10.400000,0,37,python|xml,0,0,0,2016-02-17 18:46:11.927 UTC,2016-02-17 18:46:11.927 UTC,,0,0,0
37212551,0,1,0,2016-05-13 14:23:46.800000,0,78,python-3.x|multiprocessing|cx-freeze,0,1,0,2016-12-12 12:34:39.767 UTC,2016-12-12 12:34:39.767 UTC,,0,0,0
41669498,0,3,1,2017-01-16 04:34:07.980000,0,67,javascript|html|security,3,0,1,2017-01-16 04:39:35.013 UTC,2017-01-17 06:57:52.02 UTC,,0,0,0
40799028,0,4,1,2016-11-25 06:34:21.047000,0,213,java|date|date-format,0,2,4,2016-11-25 06:36:08.39 UTC,2016-11-25 06:50:45.887 UTC,,0,0,0
39042644,0,1,1,2016-08-19 15:21:34.983000,0,348,java|junit|db2|h2|in-memory-database,0,0,0,2016-08-21 20:51:19.107 UTC,2016-08-21 20:51:19.107 UTC,,0,0,0
40920176,0,2,1,2016-12-01 20:53:39.537000,0,62,java|multithreading|parallel-processing,0,1,0,2016-12-01 21:16:18.95 UTC,2016-12-02 00:19:06.683 UTC,,0,0,0
35124432,0,1,1,2016-02-01 06:45:37.793000,0,33,javascript|arrays|function,0,0,0,2016-02-01 06:51:48.777 UTC,2016-02-01 06:51:48.777 UTC,,0,0,0
34972863,0,1,1,2016-01-24 06:21:31.310000,0,83,python|pygame|py2exe|dirname,0,1,0,2016-01-24 11:15:07.323 UTC,2016-01-24 11:15:07.323 UTC,,0,0,0
43878808,0,5,1,2017-05-09 19:55:19.750000,0,81,javascript|jquery|loops,0,2,0,2017-05-09 20:02:07.34 UTC,2017-05-09 20:08:41.62 UTC,,0,0,0
43554173,0,3,1,2017-04-22 01:14:33.153000,0,31,javascript|arrays|json|rest,5,2,0,2017-04-22 01:23:51.123 UTC,2017-04-22 08:39:25.333 UTC,,0,0,0
40341327,0,3,1,2016-10-31 11:32:27.037000,0,57,java|tomcat|servlets,7,1,0,2016-10-31 11:45:48.273 UTC,2016-10-31 12:07:05.94 UTC,,0,0,0
35708392,0,1,1,2016-02-29 19:52:59.673000,0,75,javascript|reactjs,0,0,0,2016-02-29 21:36:44.157 UTC,2016-02-29 21:36:44.157 UTC,,0,0,0
43104911,0,4,1,2017-03-29 21:58:30.970000,0,29,javascript,8,2,2,2017-03-29 22:02:05.497 UTC,2017-03-29 22:11:41.43 UTC,,0,0,0
42959806,0,1,1,2017-03-22 18:21:26.540000,0,34,python|opencv|numpy|machine-learning|classification,0,0,0,2017-03-22 18:32:16.033 UTC,2017-03-22 18:32:16.033 UTC,,0,0,0
43295964,0,1,1,2017-04-08 15:30:59.433000,0,59,javascript|jquery|html|iframe,0,1,0,2017-04-08 16:43:26.55 UTC,2017-04-08 16:43:26.55 UTC,,0,0,0
35401263,0,1,0,2016-02-15 03:55:39.457000,0,54,java|algorithm|linked-list|logic|indexof,0,0,0,2016-02-15 04:15:31.027 UTC,2016-02-15 04:15:31.027 UTC,,0,0,0
