class,post_comment_count,post_favorite_count,post_score,post_view_count,users_reputation,users_up_votes,users_down_votes,score_prev_acceptans,score_prev_ans,score_prev_comment,score_prev_question,score_prev_favquestion,user_numpost,user_numpost_answered,post_answer_count,age_user,title_length,num_block_code,num_i_sentences,num_wh_words,num_y_sentences,tags_popularity,num_tags,num_words,num_url,post_error,code_length
0,6,0,0,52,11215,538,39,366,728,349,9,1,53,47,0,1235.0,44,1,3,1,0,1,5,37.0,0.0,0.0,135.0
0,2,1,2,46,691,1195,30,7,9,37,9,2,45,43,0,1674.0,74,3,6,0,0,3,3,92.0,1.0,0.0,623.0
0,20,0,3,47,1009,80,5,6,13,6,30,1,100,88,0,820.0,38,2,4,1,0,3,3,40.0,0.0,0.0,4277.0
0,6,0,1,696,77,40,0,0,3,1,4,1,18,14,0,446.0,67,0,9,3,0,2,5,74.0,0.0,1.0,0.0
0,3,0,0,39,1,0,0,0,0,0,0,0,1,0,0,6.0,36,1,3,1,0,1,2,14.0,0.0,0.0,509.0
0,2,0,2,66,52,7,0,0,0,1,3,0,8,5,0,1878.0,49,2,4,1,0,1,2,28.0,0.0,1.0,4113.0
0,5,0,0,96,341,54,1,6,6,3,16,7,41,30,0,174.0,62,1,7,2,0,2,2,38.0,0.0,0.0,1824.0
0,10,0,0,283,1220,98,149,29,49,61,3,0,36,30,0,68.0,67,2,6,2,0,2,2,72.0,0.0,0.0,402.0
0,8,1,2,170,43,25,0,0,3,0,2,1,1,0,0,1680.0,45,0,1,2,0,0,1,25.0,1.0,0.0,0.0
0,5,0,0,34,96,18,0,0,0,0,5,9,31,29,0,252.0,115,1,1,0,0,2,3,5.0,0.0,0.0,2161.0
0,3,0,0,26,1,0,0,0,0,0,0,0,1,0,0,16.0,53,1,1,1,0,1,1,10.0,0.0,0.0,497.0
0,4,0,0,36,9,0,0,0,0,0,0,0,1,0,0,86.0,27,3,1,0,0,1,1,38.0,0.0,1.0,7087.0
0,0,0,6,364,101,47,0,0,0,3,14,0,86,66,0,435.0,56,3,4,2,0,1,2,55.0,0.0,1.0,7690.0
0,6,0,0,61,1395,436,2,0,2,11,0,1,229,203,0,1638.0,43,0,3,2,0,4,4,80.0,0.0,0.0,0.0
0,5,0,0,47,1222,13,234,16,35,24,23,0,147,110,0,162.0,57,1,5,0,0,2,4,61.0,0.0,0.0,1259.0
0,2,0,1,128,165,28,1,0,0,1,12,4,29,27,0,181.0,41,0,9,1,0,0,1,78.0,0.0,0.0,0.0
0,3,0,0,47,212,66,0,0,0,4,1,0,40,32,0,229.0,129,0,8,2,0,3,5,74.0,0.0,0.0,0.0
0,3,0,1,54,14,0,0,0,0,0,0,0,4,3,0,0.0,62,3,6,4,0,0,2,87.0,0.0,0.0,1897.0
0,3,0,0,64,16,0,0,0,0,0,3,1,2,1,0,52.0,64,1,4,1,0,1,5,68.0,0.0,1.0,474.0
0,3,0,0,70,1,0,0,0,0,0,0,0,2,1,0,758.0,51,1,1,0,0,0,1,28.0,1.0,0.0,14339.0
0,1,0,1,31,16,0,0,0,0,0,2,0,3,0,0,3.0,63,0,2,1,0,0,1,19.0,0.0,0.0,0.0
0,3,0,1,62,32,8,0,0,1,4,2,0,12,11,0,119.0,38,0,7,2,0,1,2,48.0,1.0,0.0,0.0
0,9,0,0,23,7,0,0,0,-4,0,0,0,7,3,0,3.0,24,1,2,1,0,2,3,35.0,1.0,1.0,3204.0
0,2,0,0,26,6,0,0,0,0,0,0,0,4,2,0,0.0,84,2,2,0,0,1,2,16.0,1.0,1.0,428.0
0,2,0,0,200,12,0,0,0,0,0,1,0,5,2,0,0.0,54,0,1,1,0,1,2,15.0,0.0,0.0,0.0
0,1,0,2,58,11,0,0,0,0,0,2,0,1,0,0,0.0,54,2,1,0,0,2,4,21.0,0.0,0.0,790.0
0,1,0,1,98,16,0,0,0,0,0,3,0,3,2,0,581.0,46,2,3,0,0,2,5,37.0,1.0,0.0,276.0
0,2,0,0,127,1,0,0,0,0,0,0,0,2,0,0,0.0,86,1,2,0,0,0,1,55.0,0.0,1.0,1337.0
0,2,0,0,47,43,2,0,2,2,1,0,0,4,2,0,475.0,51,0,2,2,0,0,1,19.0,0.0,0.0,0.0
0,2,0,1,379,30,0,0,0,0,0,1,0,3,2,0,1751.0,36,1,4,1,0,2,4,33.0,0.0,0.0,332.0
0,3,1,0,86,6125,452,68,137,336,208,6,1,64,54,0,2232.0,42,0,0,0,0,2,4,39.0,0.0,0.0,0.0
0,0,0,2,155,1554,3,2,105,105,1,72,34,9,5,0,2.0,54,1,1,0,0,2,4,19.0,0.0,0.0,2760.0
0,0,0,1,21,372,18,2,0,0,3,16,2,96,86,0,25.0,54,0,6,4,0,1,1,77.0,0.0,0.0,0.0
0,2,0,0,29,6,0,0,0,0,0,0,1,9,5,0,41.0,46,1,0,2,0,2,4,22.0,0.0,0.0,1240.0
0,2,0,0,104,593,136,1,0,0,8,34,5,118,101,0,49.0,46,0,3,0,0,1,3,21.0,0.0,0.0,0.0
0,2,1,0,48,1,0,0,0,0,0,0,1,6,5,0,1258.0,86,1,3,0,0,1,2,42.0,0.0,0.0,510.0
0,3,0,1,55,9,0,0,0,0,0,1,0,1,0,0,0.0,63,2,2,0,0,1,2,43.0,0.0,0.0,830.0
0,3,0,0,177,424,48,1,1,8,4,32,6,156,125,0,1427.0,53,1,1,0,0,2,2,28.0,1.0,0.0,2086.0
0,0,1,2,187,37,0,0,0,0,0,3,1,14,8,0,704.0,39,1,1,0,0,0,2,18.0,0.0,0.0,366.0
0,4,0,0,30,6,0,0,0,-1,2,1,0,7,3,0,3.0,94,2,2,0,0,1,1,24.0,0.0,0.0,4020.0
0,2,0,1,191,13,0,0,0,0,0,1,0,4,3,0,241.0,50,0,1,2,0,2,4,55.0,0.0,1.0,0.0
0,4,1,0,43,25,3,0,0,0,1,0,1,6,3,0,193.0,46,4,2,0,0,1,5,53.0,1.0,1.0,14616.0
0,2,0,2,428,332,85,0,0,17,1,2,0,8,5,0,554.0,59,1,4,1,0,1,1,21.0,0.0,1.0,443.0
0,3,0,1,524,640,87,0,3,8,7,19,4,89,79,0,1132.0,43,1,7,0,0,2,2,53.0,0.0,0.0,424.0
0,17,0,0,114,76,1,0,0,7,1,0,0,1,0,0,132.0,62,2,0,0,0,2,5,11.0,0.0,0.0,1085.0
0,0,0,1,14,2751,137,14,40,178,40,37,10,113,92,0,2265.0,52,0,4,1,0,1,2,36.0,0.0,0.0,0.0
0,0,0,1,191,469,50,2,7,11,2,5,0,39,34,0,700.0,63,3,2,1,0,2,4,38.0,1.0,1.0,2014.0
0,2,0,0,74,6,0,0,0,0,1,0,0,2,0,0,379.0,46,3,4,1,0,3,4,53.0,0.0,0.0,1204.0
0,2,1,3,34,16,0,0,0,0,0,3,1,1,0,0,0.0,77,0,3,4,0,1,2,48.0,0.0,0.0,0.0
0,0,0,2,151,1317,1361,247,22,74,54,28,19,137,117,0,1503.0,72,2,4,2,0,5,5,59.0,2.0,0.0,1556.0
0,4,0,1,120,159,33,4,0,3,7,3,25,55,40,0,30.0,62,0,6,4,0,1,3,237.0,0.0,1.0,0.0
0,3,0,0,37,190,39,1,1,1,0,6,1,29,20,0,1753.0,45,1,2,1,1,2,3,36.0,1.0,1.0,349.0
0,4,0,0,39,1,0,0,0,0,0,0,0,2,0,0,0.0,96,2,2,0,0,1,2,32.0,0.0,0.0,388.0
0,0,0,2,165,50,188,0,0,1,0,5,3,7,4,0,538.0,55,1,4,1,0,2,5,33.0,0.0,0.0,273.0
0,4,0,2,101,16,0,0,0,0,0,3,0,6,3,0,0.0,29,1,3,0,0,2,3,247.0,0.0,1.0,132.0
0,2,0,1,72,468,86,3,-1,0,7,12,15,110,86,0,548.0,72,2,5,1,0,1,2,37.0,0.0,0.0,2414.0
0,3,0,1,35,385,59,14,2,7,2,6,1,17,15,0,293.0,102,0,1,0,0,2,3,24.0,0.0,0.0,0.0
0,1,0,1,32,6,0,0,0,0,0,1,0,2,0,0,0.0,27,1,1,1,0,0,3,30.0,0.0,0.0,190.0
0,1,0,1,55,2762,138,5,58,135,13,0,0,83,77,0,2007.0,44,0,4,0,0,1,4,49.0,0.0,0.0,0.0
0,4,0,1,162,13,0,0,0,0,0,2,0,5,3,0,816.0,52,2,2,0,0,1,4,26.0,0.0,1.0,4430.0
0,1,0,1,21,6,0,0,0,0,0,0,0,3,1,0,0.0,50,0,1,0,0,1,1,19.0,0.0,0.0,0.0
0,9,0,0,54,76,0,0,0,0,0,8,0,11,9,0,343.0,65,0,1,0,0,0,2,4.0,0.0,1.0,0.0
0,0,0,1,24,22,3,0,0,0,0,3,1,6,4,0,3.0,109,2,2,3,0,1,2,62.0,0.0,0.0,322.0
0,4,0,0,197,1,0,0,0,0,0,0,0,1,0,0,0.0,58,2,3,3,0,1,5,37.0,0.0,0.0,1601.0
0,7,0,0,239,20,0,0,0,0,0,-3,0,7,6,0,0.0,53,3,0,5,0,1,5,52.0,0.0,0.0,4180.0
0,0,1,1,172,6,0,0,0,0,0,1,1,1,0,0,0.0,79,2,2,0,0,1,5,15.0,0.0,1.0,23917.0
0,0,0,2,229,1009,57,2,8,23,5,65,6,98,69,0,277.0,69,3,3,2,0,1,4,64.0,1.0,0.0,3436.0
0,2,0,1,80,765,312,0,1,54,0,1,0,22,18,0,1070.0,92,1,4,0,0,0,5,39.0,0.0,0.0,167.0
0,5,0,0,56,67,6,0,1,1,0,-3,1,24,16,0,257.0,31,0,2,2,0,1,4,68.0,0.0,0.0,0.0
0,0,0,1,161,6,0,0,0,0,0,1,0,1,0,0,0.0,60,3,1,0,0,2,4,60.0,0.0,1.0,5578.0
0,11,0,0,161,443,4,2,6,8,6,15,0,45,33,0,1047.0,50,2,1,1,0,1,5,9.0,0.0,1.0,10742.0
0,1,0,1,495,6,0,0,0,0,0,1,0,1,0,0,0.0,55,1,1,0,0,1,4,2.0,1.0,0.0,1701.0
0,11,1,0,102,22,21,0,0,0,2,-3,1,6,3,0,526.0,41,2,2,1,0,3,3,35.0,0.0,0.0,208.0
0,0,0,1,27,6,0,0,0,0,0,1,0,1,0,0,39.0,57,1,10,0,0,2,2,94.0,0.0,0.0,537.0
0,7,0,0,71,37,47,0,0,0,1,3,0,12,9,0,0.0,42,4,6,1,0,1,3,52.0,0.0,0.0,1891.0
0,3,0,0,17,6,0,0,0,0,0,0,0,4,2,0,0.0,57,0,5,0,0,0,1,34.0,0.0,0.0,0.0
0,1,0,1,66,9,0,0,0,0,0,1,0,4,1,0,152.0,54,1,0,1,0,1,1,34.0,1.0,1.0,592.0
0,2,0,0,82,1,0,0,0,0,0,0,0,1,0,0,0.0,52,1,1,0,0,1,1,3.0,0.0,0.0,7272.0
0,2,0,0,119,1,0,0,0,0,0,0,0,1,0,0,0.0,57,0,2,1,0,1,2,34.0,1.0,0.0,0.0
0,0,0,2,523,950,97,5,8,6,4,10,0,75,60,0,1004.0,28,3,4,2,0,0,5,49.0,2.0,1.0,23741.0
0,2,0,0,159,6,0,0,0,0,0,0,1,4,2,0,812.0,49,2,3,0,0,1,4,38.0,0.0,1.0,249.0
0,0,0,1,49,70,7,0,1,1,0,1,0,13,12,0,1074.0,68,2,5,0,0,2,5,62.0,0.0,0.0,608.0
0,4,0,0,30,6,0,0,0,0,0,1,0,2,0,0,23.0,47,1,0,0,0,1,3,9.0,0.0,0.0,668.0
0,4,0,1,155,22,23,0,0,0,1,1,0,5,3,0,1309.0,41,1,10,4,0,3,4,827.0,5.0,1.0,1195.0
0,3,0,1,55,516,28,5,-2,1,1,38,6,96,67,0,486.0,44,2,7,2,0,1,3,88.0,0.0,1.0,247.0
0,19,0,0,181,164,23,0,0,6,7,6,1,12,11,0,59.0,41,2,7,0,0,0,5,106.0,1.0,0.0,7724.0
0,3,0,0,71,953,100,2,0,22,12,25,6,126,91,0,1010.0,50,0,0,2,0,1,2,29.0,0.0,0.0,0.0
0,2,0,0,15,1,0,0,0,0,0,0,0,2,0,0,2.0,105,0,4,2,0,3,5,35.0,0.0,0.0,0.0
0,1,0,2,269,162,948,7,0,0,0,3,0,6,5,0,763.0,60,0,3,1,0,0,4,53.0,3.0,0.0,0.0
0,0,0,1,46,1373,236,48,29,71,32,11,3,40,36,0,1084.0,42,0,1,2,0,0,4,99.0,2.0,0.0,0.0
0,5,1,0,169,456,175,11,7,14,1,10,1,27,25,0,106.0,78,2,1,0,0,2,4,12.0,0.0,0.0,713.0
0,5,0,0,192,463,40,0,0,1,5,2,1,65,49,0,666.0,31,2,2,0,0,2,4,55.0,2.0,0.0,1156.0
0,2,0,1,175,2151,262,25,56,143,30,1,0,8,6,0,2006.0,43,2,8,1,0,2,5,148.0,2.0,0.0,2071.0
0,2,0,1,204,773,9,16,8,45,8,4,0,8,6,0,821.0,83,2,2,0,0,2,3,29.0,0.0,0.0,5448.0
0,6,0,2,680,57,9,0,0,3,0,3,1,19,10,0,5.0,19,1,1,1,0,2,4,19.0,0.0,1.0,368.0
0,0,0,1,29,33,0,0,0,0,0,4,0,3,2,0,1606.0,58,2,5,3,0,1,2,70.0,0.0,0.0,601.0
0,2,0,0,59,467,27,1,1,3,2,34,7,37,29,0,347.0,57,1,4,0,0,1,5,60.0,0.0,1.0,1321.0
0,0,0,2,145,7067,64,20,374,537,284,7,1,7,5,0,2427.0,55,1,4,2,0,1,2,92.0,0.0,1.0,429.0
0,3,0,0,241,890,232,4,1,2,6,66,8,121,102,0,439.0,26,2,4,0,0,1,3,52.0,0.0,1.0,157.0
0,0,0,1,179,53,1,0,0,0,0,6,2,16,12,0,49.0,111,2,1,0,0,3,5,17.0,0.0,1.0,362.0
0,6,1,0,72,561,11,0,0,46,3,0,1,1,0,0,1228.0,72,2,2,0,0,2,2,16.0,0.0,0.0,615.0
0,4,0,0,20,1,0,0,0,0,0,0,0,1,0,0,0.0,83,1,3,1,0,1,2,37.0,2.0,0.0,578.0
0,3,0,0,235,26,2,0,0,1,0,0,0,5,3,0,300.0,40,0,4,0,0,0,4,27.0,0.0,0.0,0.0
0,5,0,0,32,23,4,0,0,2,0,0,0,2,1,0,146.0,125,1,2,1,0,1,2,20.0,0.0,1.0,6497.0
0,3,0,0,49,14,0,0,0,0,2,-1,0,8,7,0,6.0,48,0,4,1,0,1,4,25.0,0.0,0.0,0.0
0,3,0,0,125,400,3,0,0,0,2,0,0,8,7,0,1843.0,49,3,4,1,0,2,3,14.0,0.0,1.0,1069.0
0,1,1,1,76,21,0,0,0,-2,0,1,1,5,4,0,5.0,79,0,3,0,0,1,2,24.0,0.0,0.0,0.0
0,2,0,0,780,2314,598,6,37,181,84,2,1,8,5,0,2129.0,40,2,4,1,0,1,2,32.0,0.0,0.0,936.0
0,3,0,0,54,1,0,0,0,0,0,0,0,1,0,0,0.0,43,1,4,0,0,2,4,18.0,1.0,0.0,3382.0
0,4,0,0,20,28352,3671,84,1159,1824,842,118,23,512,454,0,2002.0,40,3,4,1,0,3,4,44.0,0.0,1.0,5029.0
0,0,0,1,149,30,3,0,0,0,0,1,0,6,4,0,1359.0,65,1,2,0,0,1,5,46.0,0.0,1.0,4539.0
0,2,0,0,35,62,35,0,2,1,0,-9,0,15,12,0,612.0,55,1,0,1,0,1,2,19.0,0.0,1.0,450.0
0,2,0,1,161,6,0,0,0,0,0,1,0,1,0,0,0.0,35,1,3,1,0,3,4,50.0,0.0,1.0,98.0
0,4,0,1,331,41,8,0,0,0,0,3,0,10,6,0,588.0,58,1,1,4,0,1,4,44.0,0.0,0.0,1370.0
0,4,0,0,62,5751,998,46,147,336,212,1,0,66,59,0,2004.0,56,3,7,0,0,0,1,35.0,1.0,0.0,433.0
0,2,0,0,23,1,0,0,0,0,0,0,0,2,1,0,75.0,42,0,2,1,0,2,3,25.0,0.0,1.0,0.0
0,4,0,0,54,1,0,0,0,0,0,0,0,2,1,0,459.0,75,2,6,2,0,4,5,59.0,1.0,0.0,8434.0
0,0,0,2,75,759,284,1,16,20,24,74,16,276,232,0,464.0,29,0,4,2,0,0,2,35.0,1.0,0.0,0.0
0,1,0,1,50,545,0,0,0,6,0,3,0,87,75,0,1791.0,38,0,3,1,0,1,2,52.0,2.0,0.0,0.0
0,6,0,0,165,68,15,0,0,3,3,5,2,3,2,0,45.0,54,0,2,1,0,0,3,29.0,3.0,1.0,0.0
0,6,0,0,45,206,665,18,0,1,5,5,1,46,38,0,126.0,33,2,1,0,0,2,3,25.0,0.0,0.0,1523.0
0,3,1,3,195,16,0,0,0,0,0,3,1,1,0,0,0.0,59,1,2,1,0,2,3,19.0,0.0,0.0,3123.0
0,6,0,0,424,2360,1327,51,44,108,42,41,5,116,101,0,1403.0,86,1,2,0,0,3,3,18.0,0.0,0.0,159.0
0,20,1,0,265,1913,149,67,74,83,36,107,15,129,113,0,190.0,55,1,9,5,0,2,5,94.0,0.0,0.0,39.0
0,0,0,3,147,2930,1271,65,50,119,113,53,8,93,72,0,1965.0,46,1,2,0,0,1,3,10.0,0.0,0.0,158.0
0,0,0,1,152,6,0,0,0,0,0,1,0,2,1,0,812.0,57,1,1,1,0,0,1,5.0,0.0,0.0,3617.0
0,5,0,0,88,1,0,0,0,0,0,0,0,2,1,0,391.0,52,2,0,0,0,0,1,29.0,0.0,0.0,1998.0
0,2,0,0,87,458,37,3,13,15,12,2,0,36,28,0,1190.0,77,3,5,2,0,2,4,47.0,0.0,1.0,676.0
0,3,0,0,53,1,0,0,0,0,0,0,0,1,0,0,395.0,31,1,0,1,0,1,2,3.0,0.0,1.0,2788.0
0,13,0,0,104,84,39,0,0,0,0,-1,1,21,15,0,73.0,45,2,2,1,0,0,3,30.0,0.0,0.0,2340.0
0,1,0,2,275,18,0,0,0,0,0,2,0,9,8,0,1206.0,83,2,3,2,0,1,4,24.0,0.0,1.0,4971.0
0,2,0,0,120,1,0,0,0,0,0,0,0,1,0,0,0.0,61,1,3,1,0,0,2,30.0,0.0,0.0,1125.0
0,4,0,0,32,6,0,0,0,0,0,1,0,6,4,0,752.0,87,1,2,0,0,3,3,36.0,0.0,0.0,1122.0
0,6,0,0,51,400,56,3,0,3,3,39,7,25,23,0,203.0,56,1,0,0,0,0,2,9.0,0.0,0.0,263.0
0,3,0,0,56,8,0,0,0,0,0,1,0,4,2,0,0.0,32,0,3,1,0,1,1,50.0,2.0,0.0,0.0
0,4,0,1,119,6,0,0,0,0,1,1,0,1,0,0,0.0,37,0,2,0,0,2,3,21.0,1.0,0.0,0.0
0,18,0,0,351,189,19,14,3,5,3,5,1,12,10,0,163.0,52,3,6,0,0,2,3,63.0,0.0,1.0,1194.0
0,2,0,1,50,2720,96,2,12,15,9,102,28,231,197,0,1143.0,58,0,3,1,0,2,3,77.0,0.0,0.0,0.0
0,3,0,0,30,87,11,0,0,0,5,-2,0,31,25,0,16.0,53,3,10,3,0,1,2,70.0,0.0,0.0,451.0
0,4,0,0,123,39,0,0,0,0,1,1,0,9,6,0,247.0,43,1,3,0,0,3,4,36.0,0.0,0.0,984.0
0,0,0,1,23,180,30,0,0,0,1,1,0,24,21,0,917.0,51,4,0,1,0,1,4,21.0,0.0,0.0,124.0
0,3,0,0,34,83,11,0,1,1,0,4,3,39,32,0,728.0,49,1,2,3,0,2,3,23.0,0.0,0.0,63.0
0,2,1,0,634,3630,135,26,78,179,27,144,26,173,142,0,809.0,42,1,8,0,0,0,2,57.0,0.0,0.0,656.0
0,6,0,3,575,16,0,0,0,0,0,3,0,3,1,0,25.0,53,2,2,1,0,1,4,98.0,0.0,1.0,3540.0
0,2,0,1,116,1066,652,13,18,70,69,39,10,86,72,0,569.0,40,0,1,0,0,2,5,2.0,2.0,0.0,0.0
0,4,0,0,74,51,88,0,0,4,0,2,0,4,1,0,2.0,57,4,1,0,0,2,3,27.0,1.0,1.0,3990.0
0,0,0,2,124,11,0,0,0,0,0,2,0,1,0,0,17.0,82,4,10,1,0,1,3,95.0,1.0,0.0,819.0
0,2,0,0,30,1,0,0,0,0,0,0,0,2,0,0,1064.0,45,0,3,0,0,0,1,30.0,1.0,0.0,0.0
0,0,0,2,54,11,0,0,0,0,0,2,0,1,0,0,29.0,56,1,1,0,0,3,4,16.0,0.0,0.0,490.0
0,8,0,0,109,14,0,0,0,1,0,0,0,7,3,0,1044.0,64,0,8,3,0,1,1,63.0,0.0,0.0,0.0
0,1,0,1,38,129,24,1,0,0,5,0,0,12,8,0,212.0,42,2,2,0,0,0,1,27.0,0.0,0.0,6255.0
0,24,2,1,97,449,541,13,5,5,9,4,4,43,38,0,2199.0,43,0,3,1,0,1,4,33.0,0.0,0.0,0.0
0,4,0,1,32,382,10,0,0,0,3,33,7,101,82,0,1313.0,29,0,1,0,0,0,2,19.0,0.0,0.0,0.0
0,4,1,1,570,6,0,0,0,0,0,1,1,1,0,0,0.0,55,0,3,0,0,1,1,63.0,1.0,1.0,0.0
0,3,0,0,37,416,92,3,1,14,6,11,2,31,24,0,358.0,62,0,0,0,0,1,5,9.0,0.0,0.0,0.0
0,3,0,0,35,11,0,0,0,1,0,-1,0,4,3,0,540.0,74,1,3,1,0,0,1,44.0,0.0,0.0,267.0
0,2,0,0,40,301,14,5,9,17,1,25,15,6,5,0,5.0,62,1,1,2,0,0,1,42.0,0.0,0.0,1504.0
0,7,0,1,24,6,0,0,0,0,0,1,0,1,0,0,789.0,35,1,4,2,0,2,2,33.0,0.0,1.0,1136.0
0,7,0,1,174,2272,415,21,19,38,36,6,0,111,104,0,1509.0,48,4,3,1,0,1,4,55.0,1.0,0.0,550.0
0,2,0,2,383,78,12,0,1,4,0,6,0,5,3,0,86.0,57,2,0,2,0,0,2,43.0,0.0,0.0,445.0
0,3,0,0,871,507,117,4,6,10,25,43,12,38,33,0,714.0,68,5,4,0,0,1,4,97.0,1.0,0.0,2305.0
0,3,0,0,61,33,0,0,0,0,0,-4,0,13,12,0,45.0,61,0,3,3,0,1,3,34.0,0.0,0.0,0.0
0,2,0,1,78,1919,71,5,9,9,11,5,2,232,210,0,2085.0,19,2,7,1,0,1,2,46.0,1.0,0.0,1839.0
0,5,0,0,230,116,451,0,2,5,2,7,4,7,4,0,1345.0,39,1,17,3,0,2,3,197.0,0.0,1.0,259.0
0,9,0,1,81,1,0,0,0,0,0,-3,0,2,1,0,0.0,41,0,5,1,0,1,2,57.0,0.0,1.0,0.0
0,3,0,1,393,531,58,2,3,6,5,18,2,66,57,0,1286.0,59,2,7,0,0,1,4,78.0,0.0,0.0,2099.0
0,3,0,0,28,1,0,0,0,0,0,0,0,2,1,0,9.0,40,1,7,2,0,3,5,81.0,0.0,0.0,194.0
0,6,0,1,326,381,17,2,4,6,3,1,0,41,36,0,1002.0,51,4,13,2,0,1,2,118.0,2.0,1.0,1089.0
0,2,0,1,66,142,278,0,2,2,4,8,3,18,10,0,345.0,46,0,3,1,0,2,5,38.0,1.0,1.0,0.0
0,6,0,0,1118,19,1,0,0,1,0,1,0,2,0,0,0.0,56,0,4,0,0,1,2,28.0,0.0,0.0,0.0
0,7,1,2,1337,7938,549,647,210,349,184,27,13,11,10,0,150.0,32,0,1,1,0,1,2,28.0,0.0,0.0,0.0
0,4,0,0,390,370,58,4,0,1,10,8,1,66,57,0,1299.0,76,2,0,1,0,1,2,32.0,0.0,1.0,1049.0
0,4,1,7,106,408,68,8,1,9,1,22,1,14,13,0,822.0,69,0,2,0,0,1,2,68.0,4.0,0.0,0.0
0,2,0,0,22,6,0,0,0,0,0,1,0,2,0,0,85.0,38,1,4,1,0,0,1,27.0,0.0,0.0,324.0
0,3,0,0,29,1109,171,7,19,36,40,4,1,76,72,0,1430.0,123,1,10,4,0,3,4,72.0,0.0,1.0,114.0
0,2,0,0,82,1,0,0,0,0,0,0,0,2,1,0,0.0,39,3,4,0,0,3,3,32.0,1.0,0.0,1059.0
0,1,0,1,279,4516,232,30,5,10,24,19,3,215,184,0,1421.0,72,0,1,0,0,2,4,9.0,0.0,0.0,0.0
0,5,0,1,87,11,0,0,0,0,0,1,0,1,0,0,1.0,42,1,5,0,0,2,4,36.0,2.0,0.0,1568.0
0,7,2,2,91,66,65,0,2,2,4,3,2,2,1,0,239.0,75,1,1,0,0,2,5,20.0,0.0,0.0,444.0
0,2,0,0,49,54,9,0,0,0,0,3,1,12,8,0,203.0,55,0,1,1,0,0,2,17.0,0.0,1.0,0.0
0,3,0,0,60,1976,259,0,15,23,17,120,12,206,169,0,1501.0,34,1,1,2,0,1,3,15.0,0.0,0.0,69.0
0,2,0,0,275,66,9,0,0,0,1,-3,0,23,20,0,707.0,50,2,3,0,0,5,5,27.0,0.0,0.0,483.0
0,3,0,1,187,2360,316,8,37,46,45,34,2,342,272,0,1140.0,46,0,2,2,0,1,3,20.0,1.0,0.0,0.0
0,2,0,0,110,23,26,0,0,0,1,-4,0,15,11,0,22.0,43,2,8,2,0,3,5,75.0,0.0,0.0,1172.0
0,1,0,1,118,6,0,0,0,0,0,1,0,1,0,0,0.0,92,2,2,1,0,0,1,72.0,1.0,0.0,2420.0
0,0,0,1,18,11,0,0,0,0,0,1,0,2,1,0,10.0,24,0,0,1,0,2,2,54.0,0.0,0.0,0.0
0,4,0,0,361,400,50,3,1,3,4,2,1,58,42,0,1050.0,67,0,4,0,0,0,5,27.0,2.0,0.0,0.0
0,0,0,1,30,359,51,2,0,0,2,16,2,54,43,0,140.0,48,2,2,1,0,1,2,19.0,0.0,0.0,304.0
0,2,0,0,218,1,0,0,0,0,0,0,0,4,2,0,175.0,48,1,0,0,0,1,4,49.0,0.0,0.0,980.0
0,7,0,0,77,829,181,30,9,30,9,34,6,73,62,0,831.0,35,2,2,1,0,1,2,26.0,0.0,0.0,4811.0
