ans_scoreclass,ans_comment_count,post_comment_count,post_answer_count,post_view_count,post_favorite_count,post_score,user_numans,user_numans_accepted,time_answer,num_block_code,num_i_sentences,num_wh_words,num_y_sentences,num_words,num_url,code_length
-1,4,9,3,1350,0,-1,13,2,0.0,1,0,0,1,20.0,1.0,305.0
-1,0,3,5,193,0,0,37,11,0.0,1,0,0,0,5.0,1.0,533.0
-1,0,3,2,1324,0,0,1,0,0.0,3,1,2,0,45.0,0.0,160.0
-1,13,5,3,173,0,1,6,1,0.0,6,4,2,0,143.0,1.0,3708.0
-1,3,0,4,7827,9,2,44,20,0.0,1,1,1,0,9.0,0.0,883.0
-1,0,4,9,16548,1,12,132,28,0.0,1,0,0,0,4.0,0.0,48.0
-1,17,7,2,86,0,0,1258,490,0.0,6,8,7,1,158.0,0.0,1572.0
-1,2,3,2,188,0,0,194,63,0.0,1,0,0,0,5.0,1.0,57.0
-1,6,9,3,11667,1,5,380,79,0.0,2,0,0,0,10.0,1.0,1162.0
-1,2,2,8,304439,65,355,10,1,435.0,1,0,0,0,0.0,0.0,45.0
-1,1,0,2,75,0,0,4,0,0.0,0,6,0,0,52.0,0.0,0.0
-1,0,0,7,29558,4,17,26,3,8.0,0,0,0,0,18.0,1.0,0.0
-1,4,5,3,748,1,4,11,1,0.0,0,1,0,0,28.0,0.0,0.0
-1,1,2,3,78,0,-1,161,62,0.0,1,0,0,0,7.0,0.0,47.0
-1,1,2,2,389,1,1,55,20,0.0,0,0,0,1,9.0,0.0,0.0
-1,1,0,3,1152,1,1,1,0,274.0,0,0,0,0,20.0,0.0,0.0
-1,0,4,1,314,1,0,34,0,26.0,0,3,0,0,16.0,0.0,0.0
-1,2,0,3,1668,0,1,40,11,0.0,0,1,1,1,19.0,1.0,0.0
-1,0,4,3,66,0,2,36,4,0.0,1,0,0,0,0.0,0.0,221.0
-1,0,0,6,33171,5,10,135,37,0.0,1,0,0,0,16.0,0.0,861.0
-1,0,4,1,66,0,-1,6,0,0.0,1,1,0,0,23.0,0.0,727.0
-1,0,2,4,7268,0,0,1,0,800.0,1,0,0,0,3.0,0.0,177.0
-1,0,3,3,91,3,-4,197,5,0.0,0,0,0,0,23.0,0.0,0.0
-1,0,0,1,26,0,0,3,0,0.0,0,0,0,0,4.0,0.0,0.0
-1,0,2,1,1254,0,0,1,0,6.0,1,1,0,0,7.0,0.0,152.0
-1,0,0,4,330,1,1,1104,273,0.0,1,0,0,1,8.0,1.0,203.0
-1,0,1,8,26358,19,37,155,27,0.0,0,0,0,1,15.0,0.0,0.0
-1,2,3,3,18991,1,3,11,2,0.0,1,1,0,0,12.0,0.0,326.0
-1,1,1,13,81244,17,50,12,1,0.0,0,0,0,1,17.0,1.0,0.0
-1,0,0,1,338,0,1,13,5,0.0,0,1,0,0,3.0,0.0,0.0
-1,4,5,1,287,0,-1,99,44,0.0,0,0,0,1,10.0,2.0,0.0
-1,4,15,2,6045,0,0,109,35,0.0,1,0,0,0,6.0,0.0,954.0
-1,1,1,4,113,0,-4,166,54,0.0,1,0,0,0,2.0,0.0,501.0
-1,1,1,2,77,0,-2,69,27,0.0,1,0,1,0,60.0,2.0,66.0
-1,0,0,4,2646,0,0,213,32,0.0,1,0,0,0,2.0,0.0,147.0
-1,6,0,2,703,1,1,400,158,0.0,1,0,0,0,15.0,0.0,53.0
-1,1,8,1,206,0,0,57,10,0.0,0,1,2,0,19.0,0.0,0.0
-1,0,2,5,178058,72,294,1,0,1492.0,0,0,0,1,5.0,0.0,0.0
-1,0,12,1,40,0,-4,2,0,0.0,1,1,0,0,6.0,0.0,33.0
-1,2,4,1,2887,1,1,10,4,57.0,0,0,0,0,7.0,0.0,0.0
-1,0,2,1,45,0,0,3,0,0.0,0,0,0,0,8.0,0.0,0.0
-1,4,6,13,211081,137,287,1,0,722.0,1,0,0,0,8.0,0.0,14.0
-1,2,4,4,1805,1,2,608,145,0.0,1,2,1,2,34.0,1.0,346.0
-1,0,1,5,73,0,-4,268,43,0.0,1,0,0,0,5.0,0.0,58.0
-1,1,0,3,58,0,0,173,76,0.0,0,0,1,1,28.0,1.0,0.0
-1,4,3,3,1508,0,1,154,50,0.0,2,1,0,2,43.0,0.0,255.0
-1,1,0,1,243,0,2,8,2,4.0,0,0,0,1,28.0,2.0,0.0
-1,2,3,3,142,0,-2,2832,1447,0.0,3,2,1,0,49.0,0.0,188.0
-1,0,0,4,4055,1,1,25,5,0.0,1,0,0,0,15.0,0.0,79.0
-1,1,0,4,51,0,0,62,16,0.0,2,0,0,0,21.0,0.0,237.0
-1,0,9,3,69,0,-5,7,5,0.0,1,1,0,0,15.0,0.0,24.0
-1,1,0,3,3194,0,2,1,0,161.0,1,0,1,0,20.0,0.0,23.0
-1,1,6,6,340,1,3,29,6,25.0,0,2,0,0,45.0,1.0,0.0
-1,0,1,8,258,2,5,266,35,4.0,0,0,0,1,12.0,0.0,0.0
-1,0,15,2,990,0,1,111,37,0.0,1,0,0,0,16.0,1.0,33.0
-1,2,3,1,109,0,2,4,0,0.0,1,0,0,0,1.0,1.0,123.0
-1,5,3,4,68,0,2,398,115,0.0,1,0,0,0,2.0,0.0,381.0
-1,2,0,3,141,0,-4,7,0,0.0,2,0,0,0,11.0,0.0,45.0
-1,2,3,4,12575,5,17,562,318,0.0,0,0,0,0,10.0,0.0,0.0
-1,2,1,3,1718,0,4,181,76,0.0,0,1,0,0,51.0,0.0,0.0
-1,0,12,3,3662,0,1,81,24,71.0,0,0,0,0,10.0,0.0,0.0
-1,1,5,9,29906,13,61,7,1,0.0,0,1,0,0,18.0,1.0,0.0
-1,5,3,1,462,0,0,147,64,0.0,1,0,0,1,10.0,1.0,76.0
-1,0,2,3,224,0,0,74,10,0.0,0,0,0,0,1.0,0.0,0.0
-1,6,4,3,6910,1,3,42,7,0.0,1,0,0,0,8.0,0.0,67.0
-1,3,0,4,1463,0,3,59,27,0.0,1,1,2,0,92.0,0.0,156.0
-1,0,3,2,29,0,-3,14,2,0.0,1,0,0,0,40.0,1.0,116.0
-1,0,5,2,12351,0,2,27,0,1026.0,1,0,0,0,18.0,1.0,28.0
-1,1,4,1,497,2,2,22,4,522.0,0,0,0,1,20.0,0.0,0.0
-1,2,0,1,520,0,0,40,9,0.0,0,0,1,0,13.0,0.0,0.0
-1,0,18,3,488,0,-2,10,1,0.0,1,0,0,0,6.0,0.0,58.0
-1,1,2,2,3506,0,3,3,1,369.0,1,0,0,0,6.0,0.0,61.0
-1,0,6,1,52,0,-1,14,2,0.0,1,0,0,1,8.0,0.0,624.0
-1,0,6,9,64288,4,6,28,2,1197.0,1,0,0,0,5.0,0.0,464.0
-1,4,5,8,8888,20,20,72,10,4.0,0,0,0,1,12.0,1.0,0.0
-1,1,0,5,16843,7,21,1,0,1877.0,0,1,1,1,73.0,2.0,0.0
-1,6,9,2,304,0,1,55,18,0.0,1,0,1,0,18.0,0.0,948.0
-1,0,0,2,1090,1,0,275,48,0.0,0,0,0,0,19.0,0.0,0.0
-1,2,1,2,12617,4,29,53,12,12.0,1,1,2,0,75.0,0.0,181.0
-1,3,7,1,66,0,1,53,19,0.0,4,5,1,0,153.0,0.0,1215.0
-1,1,6,2,83,0,-1,16,4,0.0,1,0,0,0,10.0,0.0,155.0
-1,0,1,3,44,0,-2,2,0,0.0,0,0,0,0,10.0,0.0,0.0
-1,3,3,1,401,0,0,4,0,0.0,1,1,1,0,58.0,0.0,247.0
-1,11,5,3,476,1,1,523,168,0.0,2,1,0,0,21.0,0.0,84.0
-1,2,3,3,38,0,0,75,19,0.0,2,0,0,1,8.0,0.0,705.0
-1,0,1,5,69,0,0,59,23,0.0,0,0,0,0,0.0,0.0,0.0
-1,0,4,3,6986,1,2,19,1,822.0,1,0,0,0,18.0,0.0,101.0
-1,1,0,8,4394,0,0,37,5,0.0,0,2,0,0,6.0,0.0,0.0
-1,0,0,1,328,0,0,1,0,0.0,0,1,0,0,32.0,1.0,0.0
-1,2,5,2,191,0,0,6,0,0.0,0,0,0,1,56.0,0.0,0.0
-1,0,2,4,325,0,2,12938,3833,0.0,0,0,0,2,27.0,0.0,0.0
-1,2,2,5,1778,0,-1,233,53,4.0,1,0,0,0,4.0,0.0,208.0
-1,3,0,1,324,0,2,13,3,0.0,1,0,1,0,28.0,0.0,220.0
-1,0,0,7,56370,5,42,228,70,0.0,0,0,0,1,3.0,0.0,0.0
-1,1,2,4,4906,0,1,24,8,0.0,2,0,1,0,6.0,0.0,157.0
-1,1,1,3,3705,0,7,14,6,0.0,0,0,2,0,45.0,1.0,0.0
-1,0,2,2,4636,0,0,103,21,745.0,0,0,0,0,8.0,1.0,0.0
-1,1,3,2,487,0,0,2,0,0.0,0,0,0,0,22.0,0.0,0.0
-1,2,10,2,55,0,0,14,4,0.0,1,1,0,0,19.0,0.0,894.0
-1,1,4,6,15194,0,7,1,0,2152.0,1,0,0,0,3.0,0.0,89.0
-1,0,0,1,115,0,0,194,71,1.0,0,0,0,1,40.0,0.0,0.0
-1,2,2,2,1898,1,6,352,163,0.0,0,1,0,0,17.0,0.0,0.0
-1,1,3,3,4506,7,27,18,7,2.0,0,0,0,0,16.0,0.0,0.0
-1,2,0,2,4445,2,7,36,7,0.0,0,0,0,1,5.0,0.0,0.0
-1,0,2,6,22807,8,11,1,0,1205.0,1,1,0,0,7.0,0.0,65.0
-1,5,6,2,104,0,-1,142,40,0.0,1,0,0,0,1.0,0.0,28.0
-1,6,8,2,43,0,1,451,133,0.0,2,0,1,0,26.0,0.0,71.0
-1,0,4,2,34,0,0,9,2,0.0,0,0,0,0,8.0,2.0,0.0
-1,1,0,6,410,0,1,75,33,0.0,1,0,0,1,6.0,0.0,51.0
-1,2,2,5,141,1,0,177,60,0.0,1,0,0,1,7.0,0.0,29.0
-1,2,0,4,8243,0,3,32,6,0.0,1,0,0,0,2.0,0.0,383.0
-1,2,5,4,1298,0,2,188,37,0.0,4,0,0,0,3.0,0.0,407.0
-1,1,6,6,24203,1,6,16,1,846.0,1,0,0,0,6.0,0.0,201.0
-1,2,0,3,10365,2,4,95,21,0.0,1,0,0,0,6.0,1.0,314.0
-1,1,0,10,114443,9,66,14,0,91.0,0,0,0,1,5.0,1.0,0.0
-1,0,1,3,2400,0,3,233,69,0.0,1,0,0,1,15.0,1.0,31.0
-1,1,0,10,3498,3,8,19,2,0.0,1,0,0,0,3.0,0.0,127.0
-1,0,0,1,486,0,0,1,0,0.0,1,0,1,0,37.0,0.0,83.0
-1,4,2,25,55844,40,105,2,0,765.0,0,0,0,0,34.0,1.0,0.0
-1,0,3,3,530,0,2,1,1,0.0,3,9,3,0,183.0,0.0,1160.0
-1,0,2,1,30,0,-2,8,1,0.0,1,0,0,0,38.0,0.0,240.0
-1,0,0,3,13586,2,14,1,0,2308.0,1,0,0,0,3.0,0.0,141.0
-1,0,2,2,2158,0,3,1026,420,0.0,1,1,2,0,11.0,0.0,732.0
-1,0,1,2,800,0,0,34,6,0.0,0,1,0,1,32.0,0.0,0.0
-1,1,0,1,555,0,1,13,0,0.0,1,0,0,0,4.0,0.0,82.0
-1,6,0,3,30776,27,38,33,8,0.0,0,0,1,0,27.0,0.0,0.0
-1,0,2,2,30,0,0,10,2,0.0,0,0,0,0,8.0,1.0,0.0
-1,2,1,3,1645,0,4,36,16,0.0,1,0,0,0,8.0,2.0,68.0
-1,0,0,2,401,0,0,13,0,963.0,0,1,0,0,11.0,0.0,0.0
-1,0,2,6,4118,0,3,94,13,2.0,0,1,0,0,69.0,0.0,0.0
-1,2,3,4,356,0,1,9,3,0.0,1,0,0,0,17.0,0.0,266.0
-1,1,0,4,17910,1,10,10,0,1074.0,4,5,3,0,183.0,0.0,879.0
-1,9,4,3,53830,4,31,2670,1246,0.0,1,0,0,0,6.0,0.0,133.0
-1,0,1,5,1922,2,2,27,4,546.0,0,1,0,0,58.0,0.0,0.0
-1,0,0,2,105415,28,96,1,0,1498.0,1,0,0,0,0.0,0.0,662.0
-1,2,4,4,3199,0,1,24,3,0.0,0,0,0,0,1.0,0.0,0.0
-1,1,3,2,1300,0,1,14,5,0.0,0,0,0,0,15.0,0.0,0.0
-1,4,10,2,1108,0,0,48,4,0.0,1,0,0,0,11.0,1.0,596.0
-1,6,6,2,1342,0,1,195,71,0.0,1,0,0,1,54.0,0.0,211.0
-1,3,1,1,350,1,2,8,4,516.0,1,0,0,0,24.0,0.0,1205.0
-1,8,5,1,72,0,-1,30,5,0.0,1,0,0,0,2.0,0.0,148.0
-1,2,0,3,36,2,1,129,36,0.0,1,0,0,0,4.0,0.0,304.0
-1,0,3,4,9372,1,2,39,23,0.0,0,1,0,0,23.0,0.0,0.0
-1,0,14,7,3754,2,7,45,14,294.0,0,0,0,1,2.0,0.0,0.0
-1,2,5,6,99,0,-2,63,21,0.0,1,0,0,0,3.0,1.0,541.0
-1,1,3,2,1202,0,5,3,0,1482.0,0,0,0,0,4.0,1.0,0.0
-1,2,3,1,35,0,-1,35,7,0.0,0,1,1,0,109.0,0.0,0.0
-1,7,0,16,224162,195,519,6,1,0.0,0,0,0,1,22.0,1.0,0.0
-1,0,2,4,2638,3,15,1,0,46.0,2,0,0,0,8.0,0.0,240.0
-1,9,2,6,71539,2,10,22,6,0.0,1,0,0,1,7.0,0.0,145.0
-1,2,0,4,69,0,1,9,2,0.0,1,0,1,0,17.0,0.0,20.0
-1,1,0,1,143,0,0,2,0,0.0,0,1,0,0,13.0,0.0,0.0
-1,0,0,2,142,0,0,6,0,0.0,1,0,0,0,4.0,0.0,71.0
-1,0,0,3,3043,0,5,907,313,0.0,0,0,1,1,19.0,2.0,0.0
-1,2,6,6,1725,0,3,333,135,0.0,0,0,0,0,20.0,0.0,0.0
-1,0,4,1,36,0,-2,62,9,0.0,2,0,0,0,26.0,0.0,275.0
-1,3,2,1,211,0,0,69,31,0.0,0,0,0,1,11.0,0.0,0.0
-1,0,0,3,24,0,0,1,0,0.0,1,0,0,0,20.0,0.0,311.0
-1,1,5,3,49,0,0,76,25,0.0,0,0,1,0,41.0,0.0,0.0
-1,5,1,5,9423,4,9,161,49,0.0,1,1,4,0,36.0,0.0,224.0
-1,0,6,2,183,0,0,36,14,0.0,3,0,0,1,20.0,1.0,179.0
-1,2,7,3,186,0,0,1,0,0.0,0,0,0,0,16.0,0.0,0.0
-1,5,5,2,73,0,1,11,1,0.0,0,0,0,1,16.0,0.0,0.0
-1,0,0,7,17864,6,17,1,0,1373.0,1,0,0,0,2.0,0.0,145.0
-1,2,0,2,518,2,5,1,0,360.0,0,1,2,0,21.0,1.0,0.0
-1,1,2,1,118,1,0,113,47,0.0,2,1,0,0,10.0,0.0,269.0
-1,0,2,2,37,0,0,12,3,0.0,0,1,1,0,20.0,1.0,0.0
-1,0,3,3,2075,0,2,0,0,0.0,1,3,2,0,73.0,0.0,403.0
-1,2,0,5,6604,2,7,30,5,0.0,0,0,0,0,17.0,0.0,0.0
-1,1,0,3,63,0,1,18,4,0.0,1,0,0,0,11.0,0.0,56.0
-1,0,2,4,457,0,-5,82,20,0.0,1,2,0,0,49.0,0.0,1118.0
-1,1,3,1,480,0,0,1,0,0.0,1,0,0,0,0.0,0.0,184.0
-1,2,0,2,1068,0,0,1,0,627.0,0,1,0,0,18.0,0.0,0.0
-1,1,1,2,95,0,1,3,0,0.0,0,0,0,0,13.0,0.0,0.0
-1,1,0,5,1741,0,2,2,0,0.0,0,0,0,0,33.0,0.0,0.0
-1,0,8,6,16791,14,35,0,0,3.0,0,1,1,0,25.0,0.0,0.0
-1,0,12,4,51,0,-1,13,4,0.0,1,1,1,1,15.0,0.0,53.0
-1,2,0,5,14462,2,11,212,73,0.0,1,1,0,0,15.0,0.0,243.0
-1,5,1,2,3573,0,0,151,66,0.0,1,0,0,0,4.0,0.0,35.0
-1,1,4,2,1650,0,1,82,30,0.0,0,0,0,0,18.0,0.0,0.0
-1,0,4,5,220,0,2,46,13,0.0,2,0,1,1,42.0,0.0,115.0
-1,4,1,22,1450,5,15,85,20,1.0,3,0,0,0,36.0,0.0,152.0
-1,2,1,7,268132,30,62,1,0,1601.0,1,1,0,0,5.0,0.0,1055.0
-1,1,11,1,45,0,-1,251,66,0.0,2,0,0,1,15.0,0.0,557.0
-1,0,0,1,590,0,0,807,325,20.0,2,1,0,1,26.0,1.0,260.0
-1,1,1,2,87,1,-2,45,10,0.0,1,0,0,0,3.0,1.0,229.0
-1,0,0,5,1598,0,3,0,0,0.0,2,0,1,0,26.0,1.0,77.0
-1,0,3,2,606,0,0,1548,600,0.0,0,0,0,0,23.0,0.0,0.0
-1,2,7,5,11358,11,27,3,0,231.0,1,0,0,0,7.0,1.0,765.0
-1,0,4,6,705,0,3,2,0,6.0,0,1,3,3,157.0,0.0,0.0
-1,0,5,2,1777,0,1,13,1,0.0,1,0,0,0,20.0,0.0,34.0
-1,2,3,2,856,1,4,1,0,237.0,0,2,0,0,40.0,0.0,0.0
-1,1,7,2,263,1,2,19,8,0.0,1,1,0,0,9.0,0.0,143.0
-1,0,1,4,9548,2,2,20,0,332.0,1,0,0,0,0.0,0.0,75.0
-1,0,1,5,13300,1,3,1,0,1213.0,0,0,0,0,6.0,0.0,0.0
-1,0,2,6,70102,1,9,1,0,326.0,0,0,1,0,18.0,0.0,0.0
-1,1,0,4,1486,1,4,216,55,0.0,0,0,0,1,18.0,0.0,0.0
-1,2,0,4,10209,0,6,71,10,0.0,1,2,0,0,28.0,0.0,353.0
-1,5,1,5,71731,7,11,11,0,0.0,0,0,0,0,15.0,1.0,0.0
-1,3,3,1,742,0,0,9,3,93.0,1,0,0,0,0.0,0.0,408.0
-1,0,1,4,10089,5,11,47,4,1245.0,0,0,0,1,5.0,1.0,0.0
-1,5,4,1,650,0,3,1024,325,0.0,0,0,1,0,6.0,0.0,0.0
-1,2,0,1,349,0,0,148,38,0.0,1,0,0,0,15.0,0.0,16.0
-1,4,3,6,10439,1,3,1,0,0.0,0,1,0,0,16.0,0.0,0.0
-1,2,1,2,55,0,-3,6,3,0.0,1,1,0,0,7.0,0.0,49.0
-1,4,0,2,3806,3,16,6,1,11.0,0,1,1,0,16.0,0.0,0.0
-1,0,5,2,1244,1,0,8,2,0.0,2,5,4,0,52.0,1.0,1640.0
-1,1,0,2,11556,0,3,1,0,557.0,0,0,0,1,40.0,0.0,0.0
-1,0,1,3,90,0,0,123,57,0.0,1,1,2,1,12.0,0.0,93.0
-1,3,2,3,52,0,0,29,5,0.0,1,0,0,1,20.0,1.0,125.0
-1,0,2,5,240,1,0,88,21,0.0,0,0,0,0,19.0,1.0,0.0
-1,1,0,2,23222,3,18,2,0,2331.0,1,0,0,0,0.0,0.0,9634.0
-1,0,0,4,4704,0,4,14,5,1180.0,0,0,0,0,8.0,0.0,0.0
-1,2,2,13,184474,54,522,11,0,2399.0,0,3,2,0,40.0,0.0,0.0
-1,1,4,3,58,0,0,434,46,0.0,1,0,0,0,1.0,0.0,385.0
-1,0,0,2,132,0,0,33,11,613.0,0,0,0,0,41.0,1.0,0.0
-1,0,2,2,87,0,0,9,3,0.0,0,1,0,0,16.0,1.0,0.0
-1,1,0,2,385,0,0,15,2,0.0,2,0,0,1,10.0,0.0,815.0
-1,0,5,2,99,0,0,79,35,0.0,1,0,0,0,3.0,1.0,90.0
-1,1,2,6,16066,2,11,69,27,6.0,1,0,0,0,13.0,0.0,168.0
-1,2,5,5,32149,1,29,2,0,1362.0,1,0,0,0,11.0,0.0,15.0
-1,2,12,2,84,0,-3,12,3,0.0,1,0,0,0,12.0,0.0,279.0
-1,2,0,1,165,0,0,189,65,0.0,2,0,0,0,4.0,0.0,286.0
-1,1,8,1,84,0,0,21,3,0.0,1,0,0,0,13.0,0.0,85.0
-1,5,0,3,7171,4,27,32,7,0.0,1,0,1,1,58.0,4.0,77.0
-1,2,11,6,335,0,-1,20,1,0.0,0,0,0,0,23.0,0.0,0.0
-1,0,3,5,8317,0,3,1,0,930.0,1,0,0,0,3.0,0.0,76.0
-1,14,4,3,11147,67,255,928,145,0.0,0,0,0,0,16.0,0.0,0.0
-1,0,4,2,168,0,2,2082,1152,0.0,1,0,1,0,18.0,0.0,101.0
-1,2,1,4,116,0,0,10,3,0.0,1,0,0,0,6.0,0.0,25.0
-1,0,0,2,2600,0,0,40,3,0.0,0,1,0,1,21.0,1.0,0.0
-1,3,0,2,252,0,0,44,9,2.0,3,3,0,0,62.0,1.0,4589.0
-1,2,3,4,6253,1,0,236,37,0.0,1,0,0,0,6.0,0.0,152.0
-1,0,14,1,67,0,-1,1,0,0.0,0,0,0,0,14.0,0.0,0.0
-1,0,5,4,8968,3,6,243,33,0.0,0,1,0,0,12.0,1.0,0.0
-1,1,0,3,441,0,0,32,7,0.0,1,1,0,0,11.0,1.0,176.0
-1,0,16,1,44,0,0,7,0,0.0,1,0,0,0,15.0,0.0,41.0
-1,0,5,2,88,0,0,6,3,0.0,1,1,0,0,19.0,0.0,105.0
-1,2,2,2,142,0,1,1,0,0.0,0,0,0,0,17.0,0.0,0.0
-1,0,15,1,74,1,-1,2,0,0.0,0,0,0,1,6.0,2.0,0.0
-1,1,0,2,178,0,1,12,1,0.0,0,0,0,0,6.0,0.0,0.0
-1,1,0,3,22,0,0,30,5,0.0,0,0,0,0,5.0,0.0,0.0
-1,1,0,1,887,0,1,771,274,0.0,1,0,0,1,28.0,2.0,303.0
-1,0,1,1,38,0,0,20,5,0.0,1,1,1,0,9.0,0.0,188.0
-1,1,4,3,1098,0,0,64,26,0.0,2,1,0,0,23.0,0.0,215.0
-1,1,4,3,382,0,0,30,6,0.0,1,0,0,1,17.0,0.0,660.0
-1,2,3,2,428,0,-1,43,13,0.0,2,0,0,0,24.0,0.0,695.0
-1,0,2,1,80,0,1,257,57,0.0,0,0,0,0,14.0,1.0,0.0
-1,1,3,20,1728,9,10,57,4,0.0,0,2,1,0,44.0,2.0,0.0
-1,1,3,1,11076,2,5,15,2,0.0,1,0,0,0,10.0,1.0,39.0
-1,0,0,2,26151,2,2,5,1,242.0,2,0,1,1,23.0,0.0,118.0
-1,2,1,13,47241,32,124,1,0,2157.0,1,0,0,0,3.0,0.0,118.0
-1,0,0,8,8499,9,18,108,27,0.0,0,0,1,0,17.0,1.0,0.0
-1,4,3,4,223,0,-2,6,1,0.0,1,0,0,1,3.0,0.0,119.0
-1,0,2,3,59,1,0,13,2,0.0,3,0,0,0,12.0,0.0,180.0
-1,1,5,3,1400,1,1,1628,391,0.0,2,0,2,0,17.0,0.0,153.0
-1,6,12,1,101,0,-4,71,15,0.0,2,1,0,0,16.0,1.0,265.0
-1,0,2,2,384,0,-2,2,0,0.0,0,0,0,0,16.0,0.0,0.0
-1,2,0,4,6119,2,8,18,9,0.0,1,1,0,0,3.0,0.0,32.0
-1,0,2,3,1979,0,0,133,44,6.0,1,0,0,0,11.0,0.0,116.0
-1,1,2,4,304,1,0,68,7,0.0,1,0,0,0,11.0,0.0,156.0
-1,1,0,7,12995,12,19,1,0,1858.0,0,1,0,0,3.0,0.0,0.0
-1,2,6,5,269,0,1,98,17,0.0,1,0,0,0,6.0,0.0,39.0
-1,0,2,11,33026,0,8,3,0,1522.0,0,0,0,0,12.0,0.0,0.0
-1,0,5,4,127,1,4,14,2,0.0,1,1,0,0,10.0,0.0,37.0
-1,1,2,5,27647,1,8,10,7,0.0,0,0,0,0,3.0,0.0,0.0
-1,0,2,4,1642,1,0,33,10,0.0,0,0,0,0,5.0,0.0,0.0
-1,0,2,6,4206,1,1,6,2,1740.0,0,0,0,0,14.0,0.0,0.0
-1,1,0,4,53,0,0,77,22,0.0,1,0,0,0,8.0,0.0,129.0
-1,1,2,3,2070,0,3,68,14,0.0,0,0,0,0,13.0,0.0,0.0
-1,2,3,5,1518,0,0,926,162,0.0,1,0,1,2,24.0,0.0,213.0
-1,0,0,5,587,0,1,55,8,123.0,1,0,0,0,3.0,0.0,48.0
-1,0,1,1,232,0,1,1,0,0.0,1,0,0,0,17.0,0.0,115.0
-1,0,1,2,206,0,0,2,0,339.0,0,0,0,0,4.0,1.0,0.0
-1,2,1,3,954,1,2,179,52,0.0,0,0,0,0,2.0,0.0,0.0
-1,2,5,2,166,0,0,97,22,0.0,11,0,1,1,146.0,0.0,8282.0
-1,0,3,1,309,0,0,2,0,0.0,0,1,0,0,8.0,0.0,0.0
-1,1,1,3,64,1,2,4,0,0.0,2,3,1,0,31.0,0.0,37.0
-1,2,1,3,248,0,0,24,9,0.0,1,0,0,0,3.0,0.0,180.0
-1,1,0,6,694,0,1,40,13,0.0,1,0,0,0,0.0,0.0,1155.0
-1,1,5,10,9495,5,7,2,0,0.0,0,0,1,0,28.0,0.0,0.0
-1,0,0,3,531,0,0,15,4,0.0,1,0,0,0,13.0,0.0,440.0
-1,0,3,4,59,0,-1,8,4,0.0,1,0,0,0,7.0,0.0,167.0
-1,1,7,3,82,0,-2,18,0,0.0,4,0,0,0,23.0,0.0,630.0
-1,1,0,3,290,0,1,28,9,0.0,0,0,0,0,12.0,0.0,0.0
-1,0,3,6,4443,0,0,1,0,0.0,3,0,2,0,34.0,0.0,302.0
-1,1,9,2,614,0,0,22,2,0.0,1,1,0,0,12.0,0.0,3397.0
-1,0,8,2,42,0,0,4,0,0.0,1,0,0,0,2.0,0.0,98.0
-1,9,15,7,1695,0,5,24,2,0.0,3,0,0,0,38.0,0.0,605.0
